Thu nhap,Co dinh,Nhu cau,Giao duc,Thanh toan no,Tiet kiem,Ban than,a,b,c,d,e,f
141375000,14180000,0,1,0,0,1,0.11030062,0.1453623,0.30938324,0.33857461,0,0.09637923
193271000,5160000,0,0,3000000,1,1,0.03669826,0.3470043,0.37939148,0.21533127,0.01552225,0.00605244
152888000,9960000,0,0,0,0,1,0.07514573,0.08732867,0.39224329,0.35059286,0,0.09468945
132955000,13790000,1,1,0,0,1,0.1137193,0.03750364,0.36262395,0.39604989,0,0.09010322
139973000,13340000,0,1,0,1,1,0.10530409,0.2822809,0.36927361,0.19272831,0,0.05041309
174446000,8340000,1,0,0,1,1,0.05780849,0.25192049,0.28958425,0.36893491,0,0.03175186
146797000,14680000,1,1,0,1,1,0.11000204,0.35989876,0.29328642,0.22466275,0,0.01215003
157721000,5920000,0,1,1000000,1,1,0.04753463,0.32195153,0.18617445,0.36267167,0.00634031,0.07532741
150217000,6900000,1,0,0,1,1,0.05593355,0.26714657,0.22283865,0.37727259,0,0.07680864
144816000,8360000,1,0,0,1,1,0.06772843,0.39838833,0.34804383,0.17098112,0,0.01485829
181929000,10490000,0,0,0,1,1,0.06765986,0.21454577,0.35350674,0.34343539,0,0.02085224
185749000,11280000,0,1,0,1,1,0.07072711,0.30358829,0.27415883,0.32101156,0,0.03051421
199439000,12830000,0,1,0,1,1,0.07433045,0.21958261,0.261478,0.38494706,0,0.05966188
126780000,5150000,0,0,4000000,1,1,0.05062155,0.23001628,0.20906236,0.38111438,0.03155072,0.09763471
141039000,10170000,1,1,0,0,1,0.08210771,0.08191288,0.39693641,0.33939018,0,0.09965282
171514000,10010000,1,1,0,0,1,0.06836258,0.13359075,0.38248229,0.39565699,0,0.01990739
128505000,7410000,1,0,0,1,1,0.06766313,0.33946933,0.20804059,0.28501615,0,0.0998108
152817000,10280000,0,1,0,1,1,0.07727,0.30607896,0.39233447,0.18740782,0,0.03690875
171491000,11310000,0,1,0,0,1,0.07595098,0.12681578,0.35943799,0.3399253,0,0.09786995
170224000,10670000,1,1,0,1,1,0.07268211,0.33412873,0.22890321,0.35288066,0,0.01140529
176645000,12810000,1,1,0,0,1,0.08251833,0.09593473,0.36468399,0.38921974,0,0.06764321
198873000,11670000,0,0,0,1,1,0.06868067,0.16074469,0.38956763,0.31355418,0,0.06745283
197827000,14520000,1,1,3000000,1,1,0.08339746,0.31680966,0.26659501,0.24196187,0.01516477,0.07607123
132595000,13910000,1,0,0,1,1,0.11490592,0.31030127,0.32209846,0.2453296,0,0.00736475
135373000,8790000,1,1,0,0,1,0.07493171,0.14207842,0.34113724,0.38980362,0,0.05204901
188342000,8980000,0,1,0,1,1,0.05767922,0.36179007,0.18547077,0.32878984,0,0.0662701
123713000,5710000,1,1,0,1,1,0.05615521,0.20317831,0.37121803,0.29223209,0,0.07721636
124550000,5560000,0,1,0,0,1,0.05464071,0.13183826,0.3999804,0.37399331,0,0.03954732
129800000,9530000,0,1,6000000,1,1,0.08342065,0.31981145,0.26423302,0.18880834,0.04622496,0.09750158
196146000,13770000,1,0,1000000,1,1,0.08020281,0.24960095,0.34711905,0.31030111,0.00509824,0.00767784
158264000,13490000,1,1,0,1,1,0.09523732,0.32163045,0.33802638,0.2257046,0,0.01940125
131157000,10620000,0,0,0,0,1,0.09097166,0.1260363,0.36458271,0.38806503,0,0.0303443
191885000,14700000,0,1,0,0,1,0.08660839,0.1218867,0.38355958,0.37451034,0,0.03343499
120188000,13460000,1,1,0,1,1,0.12199121,0.33570585,0.26936013,0.22120977,0,0.05173304
178984000,11280000,1,1,6000000,1,1,0.07302239,0.30794566,0.37013733,0.15801229,0.03352255,0.05735978
195807000,9390000,1,0,0,1,1,0.05795538,0.32861434,0.29487906,0.29279478,0,0.02575644
181152000,7820000,1,1,0,1,1,0.05316817,0.31247569,0.32719774,0.21082199,0,0.09633641
167155000,11530000,1,1,9000000,1,1,0.07897789,0.19136057,0.30071328,0.32219507,0.05384224,0.05291095
187721000,6930000,0,1,0,1,1,0.04691649,0.21619437,0.29734388,0.37091066,0,0.0686346
135808000,10340000,0,1,0,1,1,0.0861369,0.1730399,0.31637117,0.37956854,0,0.04488349
188326000,10530000,1,1,1000000,1,1,0.06591368,0.3895609,0.15593424,0.35355829,0.00530994,0.02972295
191805000,10070000,1,1,8000000,1,1,0.06250124,0.27486168,0.29670095,0.29291633,0.04170903,0.03131077
189333000,6450000,0,1,8000000,1,1,0.04406696,0.2591596,0.28950237,0.29279156,0.0422536,0.07222591
174579000,12530000,0,0,0,1,1,0.08177266,0.37415719,0.24354767,0.21950191,0,0.08102057
138154000,14220000,0,0,0,0,1,0.11292862,0.13845827,0.31649182,0.37543468,0,0.05668661
155124000,12940000,1,1,10000000,1,1,0.09341714,0.22286535,0.28146241,0.23812012,0.06446456,0.09967042
176815000,13150000,1,0,0,1,1,0.08437152,0.30544193,0.39666314,0.21075032,0,0.00277309
125346000,5440000,1,1,0,1,1,0.05339987,0.3492706,0.28722571,0.27662076,0,0.03348306
181959000,13280000,0,1,4000000,1,1,0.08298347,0.30732863,0.17783446,0.38425617,0.02198297,0.0256143
199775000,5000000,1,1,8000000,1,1,0.03502816,0.35732355,0.18823991,0.32310039,0.04004505,0.05626294
155259000,13570000,0,1,10000000,1,1,0.09740234,0.17031269,0.25715671,0.3285353,0.0644085,0.08218446
157530000,13810000,0,1,7000000,1,1,0.09766584,0.30450474,0.1954713,0.30040569,0.04443598,0.05751645
140580000,14380000,1,1,0,1,1,0.11229051,0.21326594,0.37125931,0.25271052,0,0.05047372
184401000,10850000,0,1,9000000,0,1,0.06883916,0.06973354,0.38729747,0.35106157,0.04880668,0.07426158
159107000,6740000,0,0,0,1,1,0.05236143,0.26698459,0.38527827,0.22437335,0,0.07100236
182058000,14270000,1,0,0,1,1,0.08838161,0.31350049,0.23332638,0.29723009,0,0.06756143
168263000,13910000,1,1,0,1,1,0.0926682,0.29522625,0.3692463,0.19502773,0,0.04783152
170106000,14450000,1,1,8000000,1,1,0.09494703,0.18187026,0.21738338,0.38349531,0.0470295,0.07527452
143418000,14820000,1,1,8000000,0,1,0.11333431,0.11232514,0.35859487,0.26256291,0.055781,0.09740177
160231000,12790000,1,0,0,1,1,0.08982226,0.14921594,0.36468174,0.32928677,0,0.06699329
153612000,9670000,0,1,7000000,1,1,0.07295081,0.26394499,0.31435916,0.24420435,0.04556936,0.05897133
137163000,13530000,0,1,5000000,1,1,0.10864176,0.1450578,0.35944361,0.32506778,0.03645298,0.02533607
188429000,6680000,0,1,6000000,1,1,0.04545102,0.2870607,0.38242951,0.21702211,0.03184223,0.03619443
169150000,6200000,1,1,0,1,1,0.04665386,0.24493115,0.3824911,0.29458262,0,0.03134127
144547000,8570000,1,1,0,1,1,0.06928867,0.19901246,0.38213081,0.33246241,0,0.01710565
131523000,9970000,1,1,10000000,1,1,0.08580423,0.20702485,0.38185356,0.1716993,0.07603233,0.07758573
148741000,12300000,0,1,0,0,1,0.09269408,0.12933695,0.39227374,0.34425042,0,0.04144481
193030000,6180000,0,1,10000000,1,1,0.04201575,0.35267958,0.19399812,0.33456489,0.05180542,0.02493624
156650000,8980000,1,0,0,1,1,0.06732525,0.3316592,0.26240259,0.26364089,0,0.07497207
195527000,14360000,1,0,0,0,1,0.08344254,0.12677352,0.34973496,0.35300346,0,0.08704552
156763000,7380000,0,0,0,0,1,0.05707744,0.14718816,0.37508959,0.39255833,0,0.02808648
133266000,9330000,1,0,0,1,1,0.08001036,0.29282637,0.22729277,0.35166517,0,0.04820533
177428000,9210000,0,1,8000000,0,1,0.06190838,0.02035083,0.39100826,0.39553476,0.04508871,0.08610906
152144000,12210000,1,1,10000000,1,1,0.09025292,0.23092951,0.21807775,0.39186782,0.06572721,0.00314479
141907000,9800000,1,1,0,1,1,0.07905931,0.269652,0.32719326,0.31973357,0,0.00436186
133833000,14520000,0,1,8000000,0,1,0.11849342,0.0494694,0.33537693,0.39607668,0.05977599,0.04080758
187880000,5720000,1,1,0,1,1,0.04044496,0.39170383,0.23397879,0.24869571,0,0.08517671
146789000,14810000,1,0,0,0,1,0.11089312,0.13127007,0.31380206,0.38461622,0,0.05941853
171209000,13430000,1,1,0,1,1,0.08844214,0.30040101,0.27998328,0.31279299,0,0.01838058
197308000,11330000,0,0,6000000,1,1,0.06742291,0.27017473,0.30154349,0.29116741,0.03040931,0.03928215
191503000,11570000,0,1,3000000,1,1,0.07041681,0.29924041,0.2742103,0.24702222,0.01566555,0.09344471
147311000,7060000,1,0,7000000,0,1,0.05792582,0.13752904,0.38526557,0.30812489,0.04751852,0.06363616
174731000,9840000,1,0,0,1,1,0.06631514,0.27919534,0.29379106,0.27670326,0,0.0839952
165694000,9200000,0,1,0,1,1,0.06552404,0.21384366,0.32610533,0.3113013,0,0.08322567
124983000,11920000,0,0,6000000,1,1,0.10537297,0.30967841,0.15420072,0.2998516,0.04800653,0.08288977
173664000,8720000,1,1,0,1,1,0.0602119,0.24685601,0.36619411,0.24340229,0,0.08333569
190233000,9380000,1,1,8000000,1,1,0.05930795,0.23768233,0.3082037,0.33983079,0.04205369,0.01292154
153379000,13740000,0,1,8000000,0,1,0.09958202,0.14219634,0.39567719,0.24772892,0.05215838,0.06265715
124088000,12950000,1,1,9000000,0,1,0.11436142,0.12195707,0.28356834,0.35444766,0.07252917,0.05313634
160524000,10430000,0,1,6000000,0,1,0.07497471,0.14324719,0.38382867,0.31212782,0.03737759,0.04844402
187682000,12490000,0,0,0,0,1,0.07654874,0.13402079,0.34024408,0.37284638,0,0.07634001
154281000,10320000,0,1,0,1,1,0.07689093,0.39088721,0.34647598,0.16010842,0,0.02563746
172497000,11070000,0,1,0,1,1,0.07417503,0.33998619,0.35356465,0.18542621,0,0.04684792
124849000,11900000,0,1,10000000,0,1,0.10531514,0.09570212,0.39108083,0.32661794,0.08009676,0.00118721
194285000,11760000,0,1,0,1,1,0.07052963,0.35399256,0.19696797,0.33748709,0,0.04102275
181179000,5470000,1,1,0,1,1,0.04019114,0.15729846,0.33461674,0.39746522,0,0.07042844
179018000,14520000,1,0,2000000,1,1,0.09110916,0.37438148,0.30903319,0.1974423,0.01117206,0.01686181
176544000,13850000,0,0,0,0,1,0.0884507,0.11609361,0.37318278,0.38371926,0,0.03855365
133584000,9830000,1,0,0,1,1,0.08358666,0.3899772,0.25918244,0.20573209,0,0.06152161
167883000,10280000,0,0,1000000,1,1,0.07123312,0.3428808,0.39124066,0.17132988,0.00595653,0.01735901
129972000,5730000,1,0,0,0,1,0.05408642,0.12621018,0.38807049,0.36707099,0,0.06456192
129813000,12880000,0,1,6000000,1,1,0.10921965,0.24036644,0.32627605,0.25814396,0.04622033,0.01977357
193782000,9760000,0,1,0,1,1,0.06036588,0.37609576,0.24122926,0.23452224,0,0.08778686
142501000,5620000,0,1,9000000,0,1,0.04943832,0.12664338,0.37549536,0.29096839,0.06315745,0.0942971
128289000,7470000,0,1,0,1,1,0.06822791,0.30861423,0.38484719,0.23578144,0,0.00252923
187984000,7340000,0,1,10000000,0,1,0.04904588,0.06202505,0.39453973,0.39436928,0.05319602,0.04682404
195340000,10670000,1,1,0,1,1,0.06462271,0.28892682,0.3749047,0.2603175,0,0.01122827
158288000,7070000,1,0,10000000,1,1,0.05466542,0.15107307,0.37472841,0.29580125,0.06317598,0.06055587
168889000,8550000,0,0,0,1,1,0.06062497,0.19050553,0.38366325,0.26917872,0,0.09602753
193587000,14730000,1,0,0,1,1,0.08608982,0.39468357,0.15748782,0.31221934,0,0.04951945
175303000,6280000,0,1,0,1,1,0.04582369,0.29582102,0.36476397,0.19937215,0,0.09421917
179707000,11390000,1,1,0,1,1,0.07338095,0.31839484,0.16920677,0.34363662,0,0.09538082
158624000,5390000,0,1,0,1,1,0.04397973,0.39946738,0.2084815,0.25442389,0,0.0936475
121566000,7880000,1,0,0,0,1,0.07482076,0.14290687,0.31605654,0.38654164,0,0.07967419
193908000,7730000,0,0,8000000,0,1,0.04986427,0.12053068,0.37001132,0.33873077,0.04125668,0.07960628
121730000,10320000,0,0,7000000,1,1,0.09477779,0.32899747,0.22592654,0.26886735,0.05750431,0.02392654
126539000,14490000,1,1,0,1,1,0.12451015,0.2041047,0.22125232,0.37109803,0,0.0790348
182282000,14910000,1,0,0,0,1,0.09179634,0.07910094,0.35260971,0.39200927,0,0.08448374
196869000,9190000,1,1,0,1,1,0.05668079,0.2655011,0.38890628,0.21125851,0,0.07765332
137211000,8980000,0,1,0,0,1,0.07544665,0.12043728,0.38365088,0.33110543,0,0.08935976
160100000,9770000,0,1,0,1,1,0.07102436,0.13320603,0.38760237,0.31711208,0,0.09105516
165326000,11490000,1,1,0,0,1,0.07949905,0.14037848,0.35571845,0.35183969,0,0.07256433
172015000,5560000,1,1,2000000,0,1,0.04232276,0.14975774,0.38917656,0.38155205,0.01162689,0.025564
183011000,7270000,1,1,4000000,0,1,0.04972439,0.10968077,0.34669816,0.38032595,0.02185661,0.09171412
168400000,6740000,0,1,7000000,1,1,0.05002375,0.14816698,0.31049599,0.39720612,0.0415677,0.05253946
156997000,14380000,0,1,0,0,1,0.10159411,0.14673766,0.3883872,0.33118088,0,0.03210015
181652000,9000000,0,1,0,0,1,0.05954528,0.14331279,0.34127188,0.38296423,0,0.07290582
132883000,12640000,0,1,9000000,0,1,0.10512127,0.10238566,0.36320664,0.26265528,0.06772875,0.0989024
175726000,14300000,0,1,0,1,1,0.09137669,0.23398103,0.26860732,0.3774347,0,0.02860026
145979000,10770000,1,1,7000000,0,1,0.08377774,0.12737748,0.324213,0.36140143,0.0479521,0.05527825
165018000,9010000,0,0,4000000,0,1,0.0646001,0.13895795,0.32049637,0.36476055,0.02423978,0.08694525
122550000,13350000,0,0,0,0,1,0.11893513,0.06176866,0.35806303,0.39911705,0,0.06211613
187063000,11550000,1,1,0,1,1,0.0717439,0.38454801,0.15788497,0.30121701,0,0.08460611
146601000,10300000,0,1,0,1,1,0.08025873,0.19048148,0.38451957,0.2744499,0,0.07029032
190301000,11100000,1,1,0,1,1,0.06832865,0.20159344,0.35146517,0.33318817,0,0.04542457
127053000,7790000,0,1,0,1,1,0.071313,0.39529039,0.20083081,0.24837128,0,0.08419452
195997000,10590000,1,0,2000000,1,1,0.06403144,0.3369125,0.19894921,0.3463597,0.01020424,0.04354291
143192000,13920000,1,1,0,0,1,0.10721213,0.09877209,0.34803679,0.39194654,0,0.05403245
144316000,13580000,0,1,5000000,0,1,0.10409906,0.14014599,0.2686802,0.35765145,0.03464619,0.09477711
137772000,11210000,1,0,0,0,1,0.09136632,0.13894876,0.27993753,0.39195195,0,0.09779544
164477000,9130000,0,1,8000000,1,1,0.06550928,0.21825803,0.31727395,0.29737652,0.04863902,0.0529432
179837000,10020000,1,1,0,0,1,0.06571712,0.12470606,0.38319712,0.38862563,0,0.03775407
121842000,10070000,1,1,0,0,1,0.09264802,0.11498087,0.35557892,0.35933626,0,0.07745593
173202000,13420000,1,1,0,0,1,0.08748178,0.1274882,0.38115394,0.35743752,0,0.04643856
143356000,13750000,0,1,0,1,1,0.10591506,0.29644403,0.26389499,0.29496477,0,0.03878115
183773000,13240000,1,1,0,1,1,0.0820454,0.25494742,0.25163526,0.35020837,0,0.06116355
170124000,12020000,0,1,0,1,1,0.08065435,0.38006588,0.32268019,0.19350724,0,0.02309234
159758000,11740000,1,1,0,1,1,0.08348615,0.28111813,0.38164606,0.1840665,0,0.06968316
130787000,14420000,1,0,0,1,1,0.12025561,0.17827024,0.30767423,0.35257164,0,0.04122828
197926000,14480000,1,1,0,1,1,0.08315866,0.246623,0.19149205,0.39779213,0,0.08093416
141768000,10940000,1,1,1000000,1,1,0.08716833,0.38101936,0.33727668,0.17928138,0.00705378,0.00820047
127174000,8780000,1,1,0,1,1,0.07903927,0.21343114,0.33467913,0.33419437,0,0.03865609
139889000,9800000,1,0,10000000,0,1,0.08005554,0.08394146,0.35985584,0.31238928,0.07148525,0.09227263
167493000,8320000,0,1,6000000,1,1,0.05967372,0.30115022,0.23988984,0.29233448,0.03582239,0.07112935
182119000,9790000,0,0,0,1,1,0.06375606,0.25722185,0.37724935,0.2529446,0,0.04882814
152980000,8790000,0,1,0,0,1,0.06745849,0.07502147,0.39491318,0.38325058,0,0.07935628
161051000,9200000,1,1,0,1,1,0.06712476,0.39167578,0.27000984,0.22885044,0,0.04233918
142782000,6440000,1,1,0,1,1,0.05510372,0.22250331,0.35556578,0.31344578,0,0.05338141
130135000,11510000,0,1,3000000,1,1,0.09844661,0.31980147,0.16847578,0.3459995,0.02305298,0.04422366
144096000,11390000,0,1,0,0,1,0.08904453,0.11972463,0.34899035,0.39756463,0,0.04467586
187872000,5210000,0,0,0,1,1,0.03773165,0.29180064,0.32777836,0.33892523,0,0.00376412
134638000,10230000,0,1,0,0,1,0.08598152,0.10487146,0.39247709,0.32085426,0,0.09581567
167082000,12130000,1,1,0,1,1,0.08259908,0.31741675,0.32406028,0.2475173,0,0.02840659
156254000,12620000,1,1,7000000,0,1,0.09076593,0.04022639,0.3788187,0.35962614,0.04479885,0.08576399
180187000,11420000,0,1,0,1,1,0.0733786,0.18745524,0.2939729,0.38663809,0,0.05855517
169590000,14670000,0,1,7000000,1,1,0.09650274,0.19338928,0.27144102,0.31209319,0.04127602,0.08529775
145093000,12920000,0,1,3000000,1,1,0.09904634,0.29391145,0.31483054,0.25641532,0.02067639,0.01511996
128695000,13680000,1,1,0,1,1,0.11629784,0.38025453,0.16527502,0.25416404,0,0.08400857
179498000,7590000,0,0,2000000,1,1,0.05228459,0.39198063,0.24898956,0.26651452,0.01114219,0.02908851
189880000,12590000,1,1,0,1,1,0.07630503,0.32226356,0.17719048,0.35634559,0,0.06789534
174851000,11420000,0,1,0,1,1,0.07531275,0.19330955,0.3874944,0.29618952,0,0.04769378
173905000,10390000,0,0,0,0,1,0.06974526,0.12922113,0.3672154,0.38849474,0,0.04532347
187930000,14870000,1,1,1000000,0,1,0.08912521,0.09447698,0.37510629,0.37685174,0.00532113,0.05911865
124782000,10380000,1,1,0,1,1,0.09318507,0.28065887,0.17318672,0.368103,0,0.08486634
149074000,10630000,0,1,0,0,1,0.08130687,0.12732214,0.34531283,0.39161933,0,0.05443883
199190000,14620000,0,1,0,1,1,0.08339726,0.30109491,0.3364224,0.24356457,0,0.03552086
122878000,6770000,1,1,0,1,1,0.0650953,0.17608307,0.37853389,0.31711692,0,0.06317082
122294000,11920000,0,1,4000000,1,1,0.10747003,0.20274103,0.20597063,0.3518023,0.03270806,0.09930795
133718000,9510000,1,1,0,1,1,0.08111982,0.20706041,0.32758324,0.29633722,0,0.08789931
153544000,12640000,0,0,5000000,1,1,0.09232168,0.18322766,0.29815373,0.30064508,0.03256396,0.09308789
157439000,7140000,1,1,7000000,1,1,0.0553509,0.1835242,0.37980601,0.27319577,0.04446166,0.06366146
138176000,6560000,1,0,0,1,1,0.05747568,0.33188596,0.22109945,0.3324878,0,0.05705111
173484000,11810000,1,1,2000000,1,1,0.07807544,0.21515986,0.29265854,0.37266132,0.01152844,0.0299164
138882000,13870000,0,1,5000000,0,1,0.10986895,0.09131661,0.38592703,0.27889745,0.03600179,0.09798817
163305000,12870000,1,1,1000000,0,1,0.08880959,0.1200139,0.31789087,0.3696204,0.00612351,0.09754173
158835000,9700000,0,1,0,1,1,0.07106966,0.32862374,0.34791665,0.15313844,0,0.09925151
121323000,9830000,1,0,6000000,1,1,0.09102338,0.10217956,0.29558964,0.38620349,0.04945476,0.07554917
180736000,9110000,1,1,10000000,1,1,0.06040501,0.39447094,0.22624533,0.2218962,0.05532932,0.0416532
126533000,10030000,1,1,0,1,1,0.08926786,0.33108832,0.1760843,0.35394726,0,0.04961226
120009000,10640000,0,1,0,1,1,0.09866002,0.2726374,0.35183903,0.24297054,0,0.03389301
162786000,14840000,0,1,0,0,1,0.10116263,0.1159727,0.35270135,0.38577338,0,0.04438994
120863000,14760000,1,0,0,0,1,0.13212174,0.11946597,0.32227836,0.39123354,0,0.03490039
183164000,7440000,0,0,10000000,1,1,0.05061934,0.22400233,0.32509001,0.33733291,0.05459588,0.00835953
122324000,13270000,1,1,6000000,0,1,0.11848239,0.13537278,0.29909412,0.31064027,0.04905006,0.08736038
129559000,10050000,0,1,10000000,0,1,0.08757084,0.14675518,0.23984766,0.39203103,0.07718491,0.05661038
142530000,13120000,1,1,3000000,0,1,0.1020508,0.09451137,0.34475688,0.3427359,0.0210482,0.09489685
159091000,11430000,0,1,9000000,1,1,0.08184567,0.19696534,0.23530621,0.33477456,0.0565714,0.09453682
199197000,11330000,0,1,0,1,1,0.06687837,0.17778085,0.2760882,0.39372979,0,0.08552279
182981000,9400000,0,1,3000000,0,1,0.06137145,0.11482893,0.37128302,0.36772025,0.01639514,0.06840121
133771000,11070000,0,1,0,1,1,0.09275336,0.27116293,0.36977378,0.23117289,0,0.03513704
161767000,5130000,0,1,6000000,0,1,0.04171228,0.14020372,0.36832709,0.3979916,0.03709038,0.01467493
122044000,10830000,1,1,0,1,1,0.09873849,0.31819026,0.17650373,0.3311579,0,0.07540962
197605000,12740000,1,1,7000000,1,1,0.07447205,0.39606951,0.22225516,0.23258082,0.0354242,0.03919826
182381000,9070000,0,0,0,1,1,0.05973106,0.32715706,0.21188375,0.33289445,0,0.06833368
177058000,12870000,0,1,0,1,1,0.08268805,0.33910629,0.21952405,0.2893539,0,0.06932771
121797000,14980000,1,0,0,0,1,0.13299154,0.11183318,0.36771936,0.3071238,0,0.08033212
134841000,7470000,1,1,0,1,1,0.06539858,0.35471356,0.20847075,0.35124118,0,0.02017593
189141000,11540000,1,1,0,1,1,0.07101268,0.277027,0.26591855,0.31275051,0,0.07329126
184140000,5020000,1,1,0,1,1,0.03726187,0.32542681,0.39328421,0.19848343,0,0.04554368
175594000,9190000,0,0,0,0,1,0.06233664,0.13825859,0.39366735,0.34418119,0,0.06155623
140908000,5760000,1,0,0,0,1,0.05087774,0.14806694,0.35890021,0.38774599,0,0.05440912
155872000,7150000,1,1,7000000,1,1,0.05587097,0.32479277,0.15152718,0.34839201,0.04490864,0.07450843
150487000,8670000,1,0,4000000,1,1,0.06761295,0.27954308,0.17604315,0.37327132,0.02658037,0.07694913
163883000,9310000,1,1,0,0,1,0.06680882,0.13038009,0.39681331,0.3868839,0,0.01911388
123956000,12350000,0,1,0,0,1,0.10963213,0.09941648,0.39746894,0.37954807,0,0.01393438
152500000,5600000,0,1,0,1,1,0.04672131,0.33180826,0.33077875,0.23104453,0,0.05964715
146684000,14830000,0,0,0,1,1,0.11110169,0.14440402,0.27900458,0.39381787,0,0.07167184
172753000,13050000,0,0,0,1,1,0.08554138,0.13551488,0.33211419,0.37992258,0,0.06690697
174145000,7830000,1,0,0,1,1,0.05496253,0.24604922,0.36100265,0.25456564,0,0.08341996
168788000,9110000,1,1,0,0,1,0.06397303,0.13857029,0.35864093,0.38139072,0,0.05742503
173257000,11720000,0,0,0,1,1,0.07764517,0.26931902,0.21154369,0.38959521,0,0.05189691
197071000,13950000,1,0,0,1,1,0.08078667,0.19545725,0.23587183,0.3903106,0,0.09757365
138646000,10780000,1,0,0,1,1,0.08775197,0.24926713,0.20451562,0.36058057,0,0.09788471
190486000,12460000,1,0,1000000,1,1,0.07541163,0.28458355,0.21266818,0.32756467,0.00524973,0.09452224
128598000,12110000,1,0,5000000,1,1,0.10416943,0.3072791,0.30296163,0.21673361,0.03888085,0.02997538
126039000,10450000,0,1,0,1,1,0.09291085,0.25157061,0.33002604,0.23997881,0,0.08551369
154779000,9630000,1,0,0,1,1,0.07221774,0.27985846,0.21375212,0.3818157,0,0.05235598
120106000,5220000,1,1,0,1,1,0.05346161,0.14678675,0.39241673,0.31070558,0,0.09662933
124444000,11960000,1,1,8000000,1,1,0.10610749,0.10094882,0.27778203,0.3742351,0.06428594,0.07664062
160059000,10580000,0,1,0,1,1,0.07610063,0.38826714,0.31440651,0.18556097,0,0.03566475
122693000,12250000,1,1,0,1,1,0.1098427,0.33816347,0.23171816,0.26129069,0,0.05898498
154066000,14670000,1,0,0,0,1,0.10521893,0.08181079,0.35258762,0.36077289,0,0.09960977
140235000,10440000,1,0,0,1,1,0.08444646,0.32842935,0.29853951,0.27887029,0,0.00971439
138402000,7890000,1,0,7000000,1,1,0.06700785,0.2289776,0.39622138,0.24830606,0.0505773,0.00890981
197186000,14110000,1,0,0,1,1,0.0815568,0.23686194,0.2058166,0.37791167,0,0.09785299
193187000,5300000,0,1,0,1,1,0.03743456,0.2258196,0.30969463,0.36781102,0,0.05924019
190779000,6620000,1,0,0,1,1,0.04469984,0.33005708,0.31392668,0.26477231,0,0.04654409
132220000,8020000,0,1,0,1,1,0.07065648,0.38963607,0.20743059,0.29588592,0,0.03639094
135059000,7570000,0,1,0,1,1,0.06604958,0.26326154,0.39056777,0.19196217,0,0.08815894
183910000,9490000,0,0,7000000,1,1,0.06160133,0.16482905,0.28120003,0.35511428,0.0380621,0.09919321
130433000,12530000,1,1,0,1,1,0.10606465,0.29412658,0.19735122,0.31005216,0,0.09240539
178658000,10270000,1,1,8000000,0,1,0.06748413,0.14441565,0.37154867,0.32684966,0.04477829,0.0449236
149275000,10810000,0,1,0,1,1,0.08241668,0.20601547,0.37916225,0.27540464,0,0.05700096
139178000,14470000,0,0,0,0,1,0.11396758,0.13993449,0.34343178,0.34754056,0,0.05512559
151120000,7720000,1,1,0,1,1,0.06108523,0.15913492,0.33752532,0.34851311,0,0.09374142
127886000,9910000,0,0,10000000,0,1,0.08749089,0.13210493,0.33095841,0.28842349,0.07819464,0.08282764
155279000,10810000,1,1,0,1,1,0.07961663,0.2546444,0.26487802,0.38068143,0,0.02017952
176044000,5600000,0,1,0,1,1,0.04181023,0.38042984,0.21794637,0.28315178,0,0.07666178
179217000,9430000,1,1,0,1,1,0.06261778,0.26145529,0.25250562,0.34180528,0,0.08161603
146690000,6880000,1,1,0,1,1,0.05690163,0.32624041,0.25105699,0.28210696,0,0.08369401
181671000,5750000,1,0,0,1,1,0.04165062,0.35740318,0.3959586,0.18166704,0,0.02332056
160821000,14800000,1,1,0,1,1,0.10202778,0.38738107,0.25475022,0.17859585,0,0.07724508
184332000,9880000,0,1,0,0,1,0.06359894,0.129941,0.39862385,0.32865876,0,0.07917745
146725000,14900000,1,1,9000000,0,1,0.11155052,0.10296683,0.27624626,0.36013143,0.06133924,0.08776572
147610000,13300000,0,1,0,0,1,0.1001023,0.08376203,0.3531906,0.38105605,0,0.08188902
158393000,13970000,1,0,0,1,1,0.09819834,0.19263977,0.32764761,0.33634458,0,0.0451697
159970000,14760000,1,0,0,1,1,0.1022673,0.391351,0.18860331,0.23697216,0,0.08080623
131944000,14050000,1,1,0,1,1,0.11648457,0.23552635,0.37012428,0.27615722,0,0.00170758
173687000,7920000,0,1,0,1,1,0.05559927,0.33700455,0.29291388,0.26998935,0,0.04449295
139456000,10210000,1,0,0,1,1,0.08321306,0.26044157,0.32237763,0.31307842,0,0.02088932
198845000,13360000,0,1,0,1,1,0.07718801,0.23692727,0.37195356,0.30338949,0,0.01054167
197060000,10460000,0,0,0,1,1,0.06308028,0.15151644,0.31348709,0.3952538,0,0.07666239
189422000,6540000,0,0,1000000,1,1,0.04452608,0.2124131,0.35932786,0.36490753,0.00527922,0.01354621
164882000,8240000,0,1,10000000,1,1,0.05997513,0.22105572,0.24275351,0.3818348,0.06064943,0.03373141
155766000,13680000,1,0,0,1,1,0.09782404,0.27330009,0.20680429,0.36362528,0,0.0584463
136170000,7550000,0,0,10000000,0,1,0.0654454,0.06067725,0.35808998,0.36436153,0.07343761,0.07798823
135716000,13460000,0,1,0,1,1,0.10917769,0.28476257,0.29446574,0.25917594,0,0.05241806
123704000,9670000,1,0,0,1,1,0.08817047,0.22645065,0.31873878,0.35138686,0,0.01525324
